"title","total_prop_men","total_prop_women","index","year","imdb","test","clean_test","binary","budget.x","domgross","intgross","code","budget2013","domgross2013","intgross2013","period code","decade","cast_id","gender","id","name","order","movie_id","genres","budget.y","revenue","vote_count","vote_average","popularity","runtime","release_date","genre_order"
"The Exorcist",0.5660703075,0.4339296924,1783,1973,"tt0070047","ok","ok","PASS",1.2e+07,204868002,402735134,"1973PASS",62926730,1074306128,2111900435,NA,NA,14,"Female",37366,"Linda Blair",0,9552,"Drama",8e+06,441306145,2046,7.5,12.137595,122,1973-12-26,1
"The Expendables",0.9054616387,0.0945383615,400,2010,"tt1320253","notalk","notalk","FAIL",8.2e+07,103068524,268268174,"2010FAIL",87595011,110101079,286572606,1,1,4,"Male",16483,"Sylvester Stallone",0,27578,"Action",8e+07,274470394,2977,6,14.75562,103,2010-08-03,1
"The Expendables 2",0.9042704626,0.0957295374,161,2012,"tt1764651","ok-disagree","ok","PASS",1e+08,85028192,311979256,"2012PASS",101463857,86272883,316546185,1,1,2,"Male",16483,"Sylvester Stallone",0,76163,"Action",1e+08,312573423,2940,6.1,14.881566,103,2012-08-08,1
"The Faculty",0.2936546184,0.7063453816,1382,1998,"tt0133751","dubious","dubious","FAIL",1.5e+07,40283321,40283321,"1998FAIL",21436985,57570196,57570196,4,3,1,"Female",22123,"Jordana Brewster",0,9276,"Fiction",1.5e+07,40283321,500,6.2,13.462253,104,1998-12-25,1
"The Family",0.7779790277,0.2220209724,71,2013,"tt2404311","men","men","FAIL",3e+07,36918811,51078541,"2013FAIL",3e+07,36918811,51078541,1,1,5,"Male",380,"Robert De Niro",0,112205,"Action",3e+07,36894225,1052,6.1,8.047735,111,2013-09-13,1
"The Fast and the Furious",0.8856909238,0.114309076,1200,2001,"tt0232500","notalk","notalk","FAIL",3.8e+07,144512310,206512310,"2001FAIL",50002146,190155939,271738388,3,2,1,"Male",8167,"Paul Walker",0,9799,"Action",3.8e+07,207283925,3485,6.6,1.406181,106,2001-06-22,1
"The Fifth Element",0.9483651227,0.0516348774,1440,1997,"tt0119116","notalk-disagree","notalk","FAIL",9.5e+07,63570862,263900000,"1997FAIL",137867622,92256459,382981741,4,3,5,"Male",62,"Bruce Willis",0,18,"Action",9e+07,263920180,3962,7.3,24.30526,126,1997-05-07,1
"The Fifth Estate",0.8540582982,0.1459417019,72,2013,"tt1837703","notalk","notalk","FAIL",2.6e+07,3254172,6154172,"2013FAIL",2.6e+07,3254172,6154172,1,1,1,"Male",71580,"Benedict Cumberbatch",0,162903,"Drama",2.8e+07,8555008,368,5.7,10.850442,128,2013-10-11,1
"The Fighter",0.7326669047,0.2673330953,401,2010,"tt0964517","men","men","FAIL",1.1e+07,93617009,129262388,"2010FAIL",11750550,100004670,138082199,1,1,1,"Male",13240,"Mark Wahlberg",0,45317,"Drama",2.5e+07,93617009,1512,7.2,14.141837,116,2010-12-17,1
"The Fog",0.4514368861,0.5485631138,906,2005,"tt0432291","ok","ok","PASS",1.8e+07,29511112,37048526,"2005PASS",21474596,35207734,44200119,2,2,14,"Female",11782,"Adrienne Barbeau",0,790,"Horror",1e+06,21378361,318,6.4,9.194572,89,1980-02-08,1
"The Fourth Kind",0.4828588733,0.5171411266,527,2009,"tt1220198","ok","ok","PASS",1e+07,26218170,49486874,"2009PASS",10857316,28465896,53729463,2,2,1,"Female",63,"Milla Jovovich",0,22824,"Fiction",1e+07,42333295,451,5.8,13.751992,98,2009-11-06,1
"The French Connection",0.9715994021,0.0284005979,1791,1971,"tt0067116","notalk","notalk","FAIL",2200000,41158757,41158757,"1971FAIL",12659931,236848653,236848653,NA,NA,21,"Male",193,"Gene Hackman",0,1051,"Action",1800000,41158757,435,7.4,6.694959,104,1971-10-09,1
"The Fugitive",0.9051966292,0.0948033708,1563,1993,"tt0106977","men","men","FAIL",4.4e+07,183875760,353715317,"1993FAIL",70948192,296492106,570351412,5,3,2,"Male",3,"Harrison Ford",0,5503,"Action",4.4e+07,368875760,1240,7.2,10.08937,130,1993-08-06,1
"The Game",0.7156667017,0.2843332983,1441,1997,"tt0119174","notalk","notalk","FAIL",5e+07,48265581,48265581,"1997FAIL",72561906,70044851,70044851,4,3,10,"Male",3392,"Michael Douglas",0,2649,"Drama",5e+07,109423648,1556,7.5,14.825587,129,1997-09-12,1
"The Girl with the Dragon Tattoo",0.7071304623,0.2928695379,282,2011,"tt1568346","notalk-disagree","notalk","FAIL",9e+07,102515793,233170238,"2011FAIL",93212171,106174662,241492267,1,1,2,"Male",6283,"Michael Nyqvist",0,15472,"Crime",1.3e+07,104345682,1020,7.4,9.858687,152,2009-02-27,1
"The Godfather",0.9250837165,0.0749162838,1787,1972,"tt0068646","notalk-disagree","notalk","FAIL",7e+06,134966411,268500000,"1972FAIL",39004975,752051643,1496119403,NA,NA,5,"Male",3084,"Marlon Brando",0,238,"Crime",6e+06,245066411,6024,8.5,41.109264,175,1972-03-14,1
"The Godfather: Part II",0.8630792576,0.1369207423,1776,1974,"tt0071562","ok","ok","PASS",1.3e+07,57300000,57300000,"1974PASS",61408439,270669505,270669505,NA,NA,8,"Male",1158,"Al Pacino",0,240,"Crime",1.3e+07,47542841,3418,8.3,36.629307,200,1974-12-20,1
"The Good Girl",0.4389873418,0.5610126582,1132,2002,"tt0279113","ok","ok","PASS",8e+06,14018296,16856124,"2002PASS",10361434,18156206,21831701,3,2,18,"Female",4491,"Jennifer Aniston",0,9962,"Comedy",8e+06,16856124,183,6.1,4.388338,93,2002-01-12,1
"The Great Gatsby",0.824795277,0.1752047229,74,2013,"tt1343092","dubious","dubious","FAIL",1.9e+08,144840419,351040419,"2013FAIL",1.9e+08,144840419,351040419,1,1,10,"Male",4135,"Robert Redford",0,11034,"Drama",6500000,26533200,144,6.2,5.702638,144,1974-03-27,1
"The Green Mile",0.9117291415,0.0882708585,1321,1999,"tt0120689","notalk-disagree","notalk","FAIL",6e+07,136801374,290701374,"1999FAIL",83907722,191311527,406534833,4,3,4,"Male",31,"Tom Hanks",0,497,"Crime",6e+07,284600000,4166,8.2,19.96678,189,1999-12-10,1
"The Grey",0.9999999999,0,162,2012,"tt1601913","nowomen-disagree","nowomen","FAIL",2.5e+07,51580136,84339696,"2012FAIL",25365964,52335195,85574308,1,1,4,"Male",3896,"Liam Neeson",0,75174,"Action",2.5e+07,77278331,1476,6.4,14.31675,117,2012-01-26,1
"The Grudge",0.4489859595,0.5510140405,991,2004,"tt0391198","ok","ok","PASS",1e+07,110359362,187281115,"2004PASS",12331929,136094379,230953737,3,2,4,"Female",11863,"Sarah Michelle Gellar",0,1970,"Horror",1e+07,183474602,889,5.8,9.740827,92,2004-10-22,1
"The Guard",0.9282114573,0.0717885426,284,2011,"tt1540133","notalk","notalk","FAIL",6e+06,5359774,15944629,"2011FAIL",6214145,5551069,16513705,1,1,17,"Male",2039,"Brendan Gleeson",0,67913,"Action",6e+06,19560274,378,6.8,11.256636,96,2011-07-07,1
"The Hangover",0.8913145698,0.1086854302,531,2009,"tt1119646","notalk","notalk","FAIL",3.5e+07,277322503,469553471,"2009FAIL",38000606,301097804,509809040,2,2,1,"Male",51329,"Bradley Cooper",0,18785,"Comedy",3.5e+07,459270619,6324,7.2,23.947351,100,2009-06-05,1
"The Haunting",0.4278846153,0.5721153846,1322,1999,"tt0171363","ok","ok","PASS",8e+07,91188905,180188905,"1999PASS",111876962,127524221,251987342,4,3,12,"Female",2750,"Julie Harris",0,11772,"Horror",0,0,153,7.2,10.461285,112,1963-09-18,1
"The Help",0.0830530842,0.9169469157,285,2011,"tt1454029","ok","ok","PASS",2.5e+07,169705587,213120004,"2011PASS",25892270,175762513,220726425,1,1,10,"Female",54693,"Emma Stone",0,50014,"Drama",2.5e+07,124272124,1966,7.9,7.486118,146,2011-08-09,1
"The Hudsucker Proxy",0.7853706537,0.2146293462,1542,1994,"tt0110074","notalk","notalk","FAIL",4e+07,2816518,14938149,"1994FAIL",62866588,4426622,23477761,5,3,13,"Male",504,"Tim Robbins",0,11934,"Comedy",3e+07,0,280,7.1,7.550545,111,1994-03-11,1
"The Hunger Games",0.5476842481,0.4523157518,164,2012,"tt1392170","ok-disagree","ok","PASS",8e+07,408010692,684510692,"2012PASS",81171085,413983383,694530947,1,1,4,"Female",72129,"Jennifer Lawrence",0,70160,"Adventure",7.5e+07,691210692,9634,6.9,20.031667,142,2012-03-12,1
"The Hunt for Red October",1.0000000001,0,1612,1990,"tt0099810","notalk","notalk","FAIL",3e+07,120709866,200500000,"1990FAIL",53489262,215222722,357486568,5,3,2,"Male",7447,"Alec Baldwin",0,1669,"Action",3e+07,199200000,971,7.2,15.91126,134,1990-03-02,1
"The Hurt Locker",0.9999999999,0,639,2008,"tt0887912","notalk-disagree","notalk","FAIL",1.5e+07,17017811,49894223,"2008FAIL",16233845,18417633,53998338,2,2,6,"Male",17604,"Jeremy Renner",0,12162,"Drama",1.5e+07,4.2e+07,1881,7.2,9.403724,131,2008-10-10,1
"The Illusionist",0.9022064831,0.0977935168,403,2010,"tt0775489","nowomen","nowomen","FAIL",16500000,39868642,83792062,"2010FAIL",17625825,42588953,89509349,1,1,1,"Male",819,"Edward Norton",0,1491,"Drama",4e+07,86915017,1657,7.1,11.494009,110,2006-08-18,1
"The Imaginarium of Doctor Parnassus",0.8185693352,0.1814306647,532,2009,"tt1054606","notalk","notalk","FAIL",3e+07,7689607,64352607,"2009FAIL",32571948,8348849,69869659,2,2,4,"Male",290,"Christopher Plummer",0,8054,"Adventure",3e+07,64352607,885,6.3,6.859934,123,2009-10-01,1
"The Incredible Hulk",0.68040861,0.31959139,640,2008,"tt0800080","notalk","notalk","FAIL",137500000,134806913,263417913,"2008FAIL",148810243,145895632,285085699,2,2,3,"Male",819,"Edward Norton",0,1724,"Action",1.5e+08,163712074,3086,6.1,19.125537,114,2008-06-12,1
"The Incredibles",0.530807305,0.469192695,992,2004,"tt0317705","ok-disagree","ok","PASS",9.2e+07,261441092,632107545,"2004PASS",113453745,322407292,779510522,3,2,1,"Male",8977,"Craig T. Nelson",0,9806,"Action",9.2e+07,631442092,5290,7.4,22.220214,115,2004-11-05,1
"The Informant!",0.9470549845,0.0529450155,533,2009,"tt1130080","notalk","notalk","FAIL",2.2e+07,33316821,41771168,"2009FAIL",23886095,36173125,45352277,2,2,2,"Male",1892,"Matt Damon",0,11323,"Comedy",2.2e+07,35424826,305,6,11.698089,108,2009-09-18,1
"The Invention of Lying",0.7575829665,0.2424170334,534,2009,"tt1058017","men","men","FAIL",18500000,18451251,32679264,"2009FAIL",20086035,20033106,35480909,2,2,1,"Male",17835,"Ricky Gervais",0,23082,"Comedy",18500000,31912793,523,6,7.087161,100,2009-09-13,1
"The Iron Giant",0.8679135009,0.1320864991,1323,1999,"tt0129167","nowomen-disagree","nowomen","FAIL",5e+07,23159305,31333917,"1999FAIL",69923101,32387409,43819293,4,3,18,"Male",116027,"Eli Marienthal",0,10386,"Adventure",7e+07,23159305,1470,7.6,15.441459,86,1999-08-06,1
"The Iron Lady",0.2977044476,0.7022955525,286,2011,"tt1007029","ok","ok","PASS",1.4e+07,29959436,115592104,"2011PASS",14499671,31028712,119717677,1,1,2,"Female",5064,"Meryl Streep",0,71688,"Drama",1.3e+07,114956699,540,6.2,7.421245,105,2011-12-30,1
"The Island",0.7781757135,0.2218242865,908,2005,"tt0399201","ok","ok","PASS",1.2e+08,35818913,163018913,"2005PASS",143163975,42733150,194486964,2,2,1,"Male",3895,"Michael Caine",0,7988,"Action",0,0,29,5.2,1.282124,114,1980-06-13,1
"The Italian Job",0.8433789953,0.1566210046,1056,2003,"tt0317740","notalk-disagree","notalk","FAIL",6e+07,106126012,176262839,"2003FAIL",75965217,134364760,223164081,3,2,1,"Male",13240,"Mark Wahlberg",0,9654,"Action",6e+07,176070171,1949,6.6,13.995044,110,2003-05-30,1
"The Jacket",0.7108722772,0.2891277229,909,2005,"tt0366627","men","men","FAIL",28500000,6301131,15452978,"2005FAIL",34001444,7517458,18435915,2,2,4,"Male",3490,"Adrien Brody",0,9667,"Drama",2.9e+07,21126225,459,6.8,12.092096,103,2005-03-04,1
"The Karate Kid",0.7446960667,0.2553039333,404,2010,"tt1155076","dubious-disagree","dubious","FAIL",4e+07,176591618,359091618,"2010FAIL",42729274,188640789,383593100,1,1,10,"Male",2877,"Ralph Macchio",0,1885,"Drama",8e+06,90815558,913,6.9,7.64499,126,1984-06-22,1
"The Last Samurai",0.9857108835,0.0142891165,1058,2003,"tt0325710","nowomen","nowomen","FAIL",1.4e+08,111110575,456810575,"2003FAIL",177252174,140675650,578361911,3,2,11,"Male",500,"Tom Cruise",0,616,"Action",1.4e+08,456758981,1946,7.3,19.582325,154,2003-12-05,1
"The Last Station",0.6253801783,0.3746198218,535,2009,"tt0824758","ok","ok","PASS",1.8e+07,6617867,15696146,"2009PASS",19543169,7185227,17041802,2,2,2,"Male",5530,"James McAvoy",0,36811,"Drama",0,0,55,6.7,4.029732,112,2009-09-04,1
"The Last Temptation of Christ",0.900921659,0.0990783411,1643,1988,"tt0095497","men","men","FAIL",7e+06,8373585,8373585,"1988FAIL",13787529,16493007,16493007,NA,NA,1,"Male",5293,"Willem Dafoe",0,11051,"Drama",7e+06,8373585,206,7,11.370288,164,1988-08-12,1
"The Life Aquatic with Steve Zissou",0.8631547305,0.1368452694,993,2004,"tt0362270","men","men","FAIL",5e+07,24006726,34806726,"2004FAIL",61659644,29604924,42923407,3,2,1,"Male",1532,"Bill Murray",0,421,"Adventure",5e+07,34808403,781,7.1,6.936677,119,2004-12-10,1
"The Lincoln Lawyer",0.8301013324,0.1698986678,287,2011,"tt1189340","notalk","notalk","FAIL",4e+07,58009200,87145086,"2011FAIL",41427631,60079594,90255363,1,1,2,"Male",10297,"Matthew McConaughey",0,50348,"Crime",4e+07,85412898,923,7,6.807442,119,2011-03-17,1
"The Lion King",0.8678493844,0.1321506155,1543,1994,"tt0110357","notalk-disagree","notalk","FAIL",79300000,422780140,952880140,"1994FAIL",124633011,664468621,1497608078,5,3,8,"Male",53283,"Jonathan Taylor Thomas",0,8587,"Animation",4.5e+07,788241776,5520,8,21.605761,89,1994-06-23,1
"The Long Kiss Goodnight",0.6027690787,0.3972309214,1482,1996,"tt0116908","notalk-disagree","notalk","FAIL",6.5e+07,33447612,33447612,"1996FAIL",96535720,49675220,49675220,4,3,10,"Female",16935,"Geena Davis",0,11412,"Action",6.5e+07,89456761,323,6.4,14.482345,120,1996-10-11,1
"The Lord of the Rings: The Fellowship of the Ring",0.8606095457,0.1393904543,1203,2001,"tt0120737","notalk-disagree","notalk","FAIL",1.09e+08,315544750,887217688,"2001FAIL",143427209,415208284,1167441808,3,2,28,"Male",109,"Elijah Wood",0,120,"Action",9.3e+07,871368364,8892,8,32.070725,178,2001-12-18,1
"The Lord of the Rings: The Return of the King",0.9640466154,0.0359533846,1060,2003,"tt0167260","notalk","notalk","FAIL",9.4e+07,377845905,1141408667,"2003FAIL",119012174,478385772,1445122625,3,2,12,"Male",109,"Elijah Wood",0,122,"Action",9.4e+07,1118888979,8226,8.1,29.324358,201,2003-12-01,1
"The Lord of the Rings: The Two Towers",0.9623124769,0.0376875229,1135,2002,"tt0167261","notalk-disagree","notalk","FAIL",9.4e+07,342548984,927048984,"2002FAIL",121746846,443662324,1200694576,3,2,13,"Male",109,"Elijah Wood",0,121,"Action",7.9e+07,926287400,7641,8,29.423537,179,2002-12-18,1
"The Losers",0.8918471186,0.1081528813,410,2010,"tt0480255","notalk","notalk","FAIL",2.5e+07,23591432,26714018,"2010FAIL",26705796,25201119,28536765,1,1,3,"Male",47296,"Jeffrey Dean Morgan",0,34813,"Action",2.5e+07,23580000,522,6.2,12.798367,97,2010-04-23,1
"The Lost Boys",0.7675385647,0.2324614353,1660,1987,"tt0093437","notalk","notalk","FAIL",8500000,32222567,32222567,"1987FAIL",17428378,66069067,66069067,NA,NA,2,"Male",12261,"Jason Patric",0,1547,"Comedy",8500000,32222567,545,6.8,9.099731,97,1987-07-31,1
"The Lost World: Jurassic Park",0.7901104681,0.2098895319,1442,1997,"tt0119567","dubious","dubious","FAIL",7.5e+07,229086679,786686679,"1997FAIL",108842859,332459322,1141669701,4,3,1,"Male",4785,"Jeff Goldblum",0,330,"Action",7.3e+07,229074524,2528,6.2,0.788123,129,1997-05-23,1
"The Majestic",0.9454569293,0.0545430707,1204,2001,"tt0268995","notalk","notalk","FAIL",7.2e+07,27796042,37306334,"2001FAIL",94740909,36575310,49089389,3,2,1,"Male",206,"Jim Carrey",0,11086,"Drama",7.2e+07,37317558,193,6.6,8.063684,152,2001-12-21,1
"The Man in the Iron Mask",0.9439181509,0.0560818492,1383,1998,"tt0120744","notalk-disagree","notalk","FAIL",3.5e+07,56968169,56968169,"1998FAIL",50019631,81415051,81415051,4,3,1,"Male",6193,"Leonardo DiCaprio",0,9313,"Action",0,0,1052,6.3,7.960605,132,1998-03-12,1
"The Mask",0.7450885669,0.2549114332,1544,1994,"tt0110475","notalk","notalk","FAIL",1.8e+07,119920129,351620129,"1994FAIL",28289965,188474233,552628944,5,3,17,"Male",206,"Jim Carrey",0,854,"Comedy",2.3e+07,351583407,2550,6.6,14.13488,101,1994-07-29,1
"The Master",0.9299822912,0.0700177087,167,2012,"tt1560747","notalk-disagree","notalk","FAIL",37500000,16247159,25116740,"2012FAIL",38048946,16484994,25484413,1,1,4,"Male",73421,"Joaquin Phoenix",0,68722,"Drama",3.2e+07,28258060,720,7,8.074218,137,2012-09-07,1
"The Matrix",0.8102573078,0.1897426921,1324,1999,"tt0133093","ok-disagree","ok","PASS",6.5e+07,171479930,460279930,"1999PASS",90900032,239808171,643684004,4,3,34,"Male",6384,"Keanu Reeves",0,603,"Action",6.3e+07,463517383,9079,7.9,33.366332,136,1999-03-30,1
"The Matrix Reloaded",0.8302196,0.1697803999,1061,2003,"tt0234215","ok-disagree","ok","PASS",1.27e+08,281553689,738576929,"2003PASS",160793043,356471453,935102616,3,2,24,"Male",6384,"Keanu Reeves",0,604,"Action",1.5e+08,738599701,3500,6.7,16.229317,138,2003-05-15,1
"The Mechanic",0.8645566674,0.1354433326,288,2011,"tt0472399","nowomen","nowomen","FAIL",42500000,29121498,76347393,"2011FAIL",44016858,30160867,79072292,1,1,1,"Male",4960,"Charles Bronson",0,19403,"Action",0,0,69,6.8,5.266983,100,1972-10-06,1
"The Men Who Stare at Goats",1.0000000002,0,537,2009,"tt1234548","nowomen","nowomen","FAIL",2.4e+07,32428195,67348218,"2009FAIL",26057558,35208316,73122088,2,2,3,"Male",1461,"George Clooney",0,10313,"Comedy",2.4e+07,68729358,755,5.9,6.253084,93,2009-10-17,1
"The Messenger",0.8511326861,0.148867314,538,2009,"tt0790712","notalk","notalk","FAIL",6500000,1109660,1409660,"2009FAIL",7057255,1204793,1530512,2,2,1,"Male",11107,"Ben Foster",0,28089,"Drama",6500000,1521261,120,7,5.499937,113,2009-11-13,1
"The Mirror Has Two Faces",0.4421747812,0.5578252189,1483,1996,"tt0117057","ok","ok","PASS",4.2e+07,41267469,41267469,"1996PASS",62376927,61288998,61288998,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Mist",0.7212434421,0.2787565579,723,2007,"tt0884328","ok","ok","PASS",1.3e+07,25593755,54777490,"2007PASS",14606065,28755697,61544892,2,2,15,"Male",11155,"Thomas Jane",0,5876,"Fiction",1.8e+07,57096190,1438,6.7,8.435642,126,2007-11-21,1
"The Mummy",0.7356053533,0.2643946467,1325,1999,"tt0120616","notalk","notalk","FAIL",8e+07,155385488,416385488,"1999FAIL",111876962,217300705,582299294,4,3,19,"Male",18269,"Brendan Fraser",0,564,"Action",8e+07,415885488,2796,6.6,23.984065,124,1999-04-16,1
"The Next Three Days",0.7255714286,0.2744285714,411,2010,"tt1458175","ok","ok","PASS",3e+07,21148651,67255916,"2010PASS",32046955,22591662,71844911,1,1,20,"Male",934,"Russell Crowe",0,43539,"Crime",3e+07,51148651,927,6.9,9.591425,133,2010-11-18,1
"The Number 23",0.7491822777,0.2508177222,724,2007,"tt0481369","notalk","notalk","FAIL",3.2e+07,35193167,77593167,"2007FAIL",35953391,39541053,87179297,2,2,21,"Male",206,"Jim Carrey",0,3594,"Drama",3e+07,77566815,1045,6.3,8.140941,101,2007-02-23,1
"The Other Boleyn Girl",0.4997881057,0.5002118944,642,2008,"tt0467200","ok","ok","PASS",4e+07,26814957,77714957,"2008PASS",43290252,29020656,84107503,2,2,17,"Female",524,"Natalie Portman",0,12184,"Drama",3.5e+07,0,498,6.4,9.778826,115,2008-02-28,1
"The Other Guys",0.9277233321,0.0722766679,412,2010,"tt1386588","nowomen-disagree","nowomen","FAIL",1e+08,119219978,170936470,"2010FAIL",106823184,127354577,182599780,1,1,4,"Male",23659,"Will Ferrell",0,27581,"Action",1e+08,170432927,1406,6.1,12.536621,107,2010-08-06,1
"The Others",0.1200281097,0.8799718904,1206,2001,"tt0230600","ok","ok","PASS",1.7e+07,96522687,209947037,"2001PASS",22369381,127008987,276257960,3,2,8,"Female",2227,"Nicole Kidman",0,1933,"Drama",0,0,1708,7.4,11.046007,101,2001-08-02,1
"The Patriot",0.9598129476,0.0401870525,1264,2000,"tt0187393","dubious","dubious","FAIL",1.1e+08,113330342,215300000,"2000FAIL",148819922,153325570,291281175,3,2,12,"Male",2461,"Mel Gibson",0,2024,"Action",1.1e+08,215294342,1130,6.8,15.960788,165,2000-06-28,1
"The Place Beyond the Pines",0.8295298322,0.1704701677,169,2012,"tt1817273","notalk-disagree","notalk","FAIL",1.5e+07,21403519,47011449,"2012FAIL",15219578,21716836,47699629,1,1,3,"Male",30614,"Ryan Gosling",0,97367,"Crime",1.5e+07,35485608,1689,6.8,7.492658,140,2013-03-20,1
"The Postman",0.8462576619,0.1537423382,1444,1997,"tt0119925","notalk","notalk","FAIL",8e+07,17650704,17650704,"1997FAIL",116099050,25615375,25615375,4,3,11,"Male",24366,"Philippe Noiret",0,11010,"Comedy",0,0,181,7.6,10.168437,108,1994-09-22,1
"The Prestige",0.8622894905,0.1377105095,813,2006,"tt0482571","notalk","notalk","FAIL",4e+07,53089891,107896006,"2006FAIL",46231854,61361102,124705810,2,2,11,"Male",6968,"Hugh Jackman",0,1124,"Drama",4e+07,109676311,4510,8,16.94556,130,2006-10-19,1
"The Princess Bride",0.8938173259,0.106182674,1661,1987,"tt0093779","men-disagree","men","FAIL",1.5e+07,30857000,30857000,"1987FAIL",30755961,63269112,63269112,NA,NA,2,"Male",2130,"Cary Elwes",0,2493,"Adventure",1.6e+07,30857814,1518,7.6,15.15267,98,1987-09-18,1
"The Proposal",0.4668642046,0.5331357954,540,2009,"tt1041829","men-disagree","men","FAIL",4e+07,163958031,314709717,"2009FAIL",43429264,178014415,341690283,2,2,3,"Female",18277,"Sandra Bullock",0,18240,"Comedy",4e+07,317375031,1858,6.7,8.058337,108,2009-06-01,1
"The Queen",0.5571351448,0.4428648551,815,2006,"tt0436697","dubious-disagree","dubious","FAIL",1.5e+07,56441711,128885873,"2006FAIL",17336945,65235123,148965821,2,2,15,"Female",15735,"Helen Mirren",0,1165,"Drama",1.5e+07,123384128,344,6.8,7.904371,103,2006-09-15,1
"The Reader",0.6703020135,0.3296979865,643,2008,"tt0976051","notalk","notalk","FAIL",32500000,34194407,113019290,"2008FAIL",35173330,37007113,122315840,2,2,2,"Female",204,"Kate Winslet",0,8055,"Drama",3.2e+07,113019290,835,7.2,7.931732,124,2008-12-10,1
"The Ring",0.3462507877,0.6537492123,1138,2002,"tt0298130","ok","ok","PASS",4.8e+07,129094024,248218486,"2002PASS",62168602,167199897,321487424,3,2,2,"Male",115155,"Carl Brisson",0,36056,"Drama",0,0,16,6.1,1.986461,116,1927-10-01,1
"The Road",0.9406398644,0.0593601355,541,2009,"tt0898367","notalk-disagree","notalk","FAIL",2.5e+07,8114270,27614270,"2009FAIL",27143290,8809919,29981685,2,2,2,"Male",110,"Viggo Mortensen",0,20766,"Adventure",3.2e+07,27635305,1113,6.8,14.958098,111,2009-11-25,1
"The Rock",0.9594175542,0.0405824457,1484,1996,"tt0117500","notalk","notalk","FAIL",7.5e+07,134069511,336069511,"1996FAIL",111387369,199115335,499118651,4,3,20,"Male",738,"Sean Connery",0,9802,"Action",7.5e+07,335062621,1474,6.9,13.249824,136,1996-06-06,1
"The Rocky Horror Picture Show",0.7419924895,0.2580075105,1772,1975,"tt0073629","dubious-disagree","dubious","FAIL",1200000,139876417,139876417,"1975FAIL",5193720,605399166,605399166,NA,NA,8,"Male",13472,"Tim Curry",0,36685,"Comedy",1200000,112892319,703,7.4,8.699428,100,1975-08-14,1
"The Roommate",0.1301209934,0.8698790066,291,2011,"tt1265990","ok","ok","PASS",1.6e+07,37300107,40497461,"2011PASS",16571053,38631377,41942847,1,1,6,"Female",96625,"Minka Kelly",0,49950,"Drama",1.6e+07,40492759,230,5.3,8.453293,91,2011-02-04,1
"The Royal Tenenbaums",0.7918915361,0.2081084638,1208,2001,"tt0265666","ok","ok","PASS",2.8e+07,52353636,71430876,"2001PASS",36843687,68889320,93992029,3,2,2,"Male",193,"Gene Hackman",0,9428,"Comedy",2.1e+07,71441250,1317,7.4,9.707542,110,2001-10-05,1
"The Rules of Attraction",0.7382563894,0.2617436104,1139,2002,"tt0292644","dubious","dubious","FAIL",4e+06,6525762,11799060,"2002FAIL",5180717,8452031,15281897,3,2,2,"Male",19210,"James Van Der Beek",0,1809,"Comedy",4e+06,0,170,6.3,6.781935,110,2002-10-11,1
"The Runaways",0.2920997921,0.7079002079,413,2010,"tt1017451","ok","ok","PASS",9500000,3573673,5278632,"2010PASS",10148202,3817511,5638803,1,1,4,"Female",501,"Dakota Fanning",0,27586,"Drama",1e+07,2995811,262,6.3,19.42051,106,2010-03-19,1
"The Shawshank Redemption",1,0,1547,1994,"tt0111161","nowomen-disagree","nowomen","FAIL",2.5e+07,28241469,28241469,"1994FAIL",39291617,44386120,44386120,5,3,3,"Male",504,"Tim Robbins",0,278,"Crime",2.5e+07,28341469,8358,8.5,51.645403,142,1994-09-23,1
"The Shining",0.7481078777,0.2518921224,1739,1980,"tt0081505","men-disagree","men","FAIL",1.9e+07,44017374,44017374,"1980FAIL",53727589,124470916,124470916,NA,NA,18,"Male",514,"Jack Nicholson",0,694,"Horror",1.9e+07,44017374,3890,8.1,19.611589,144,1980-05-22,1
"The Silence of the Lambs",0.6145143718,0.385485628,1598,1991,"tt0102926","ok-disagree","ok","PASS",2e+07,130726716,275726716,"1991PASS",34216807,223652543,471724395,5,3,1,"Female",1038,"Jodie Foster",0,274,"Crime",1.9e+07,272742922,4549,8.1,4.307222,119,1991-02-01,1
"The Sixth Sense",0.7711924024,0.2288075976,1326,1999,"tt0167404","dubious-disagree","dubious","FAIL",4e+07,293506292,672806292,"1999FAIL",55938481,410457404,940894052,4,3,9,"Male",62,"Bruce Willis",0,745,"Drama",4e+07,672806292,3223,7.7,18.449169,107,1999-08-06,1
"The Smurfs",0.7627497061,0.2372502938,292,2011,"tt0472181","ok","ok","PASS",1.1e+08,142614158,563066551,"2011PASS",113925987,147704169,583162839,1,1,7,"Male",5587,"Hank Azaria",0,41513,"Adventure",1.1e+08,563749323,1201,5.5,10.219758,103,2011-07-29,1
"The Smurfs 2",0.7454445816,0.2545554186,86,2013,"tt2017020","ok","ok","PASS",1.1e+08,71017784,348545841,"2013PASS",1.1e+08,71017784,348545841,1,1,5,"Male",5587,"Hank Azaria",0,77931,"Animation",1.05e+08,347434178,711,5.5,10.640864,105,2013-07-30,1
